Номер позиции,ЮЛ,Локация,Подразделение,Отдел,Группа,Должность,ФИО,Тип работы
БСЗ322,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Сербия""",,Специалист,Сотрудник Брусники 133,БП/Цифра
БСЗ323,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Сербия""",,Специалист,Вакансия,БП/Цифра
БСЗ324,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Сербия""",,Ведущий специалист,Сотрудник Брусники 134,БП/Цифра
БСЗ325,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Сербия""",,Специалист,Сотрудник Брусники 135,БП/Цифра
БСЗ326,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Вакансия,БП/Цифра
БСЗ327,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Сотрудник Брусники 136,БП/Цифра
БСЗ328,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Сотрудник Брусники 137,БП/Цифра
БСЗ329,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Вакансия,БП/Цифра
БСЗ330,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Вакансия,БП/Цифра
БСЗ331,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Специалист,Сотрудник Брусники 138,БП/Цифра
БСЗ332,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Главный специалист,Сотрудник Брусники 139,БП/Цифра
БСЗ333,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Главный специалист,Сотрудник Брусники 140,БП/Цифра
БСЗ334,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Ведущий юрисконсульт,Сотрудник Брусники 141,БП/Цифра
БСЗ335,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Ведущий юрисконсульт,Сотрудник Брусники 142,БП/Цифра
БСЗ336,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Хорватия""",,Руководитель отдела,Вакансия,БП/Цифра
БСЗ337,БСЗ,Брусника.Тюмень,"Подразделение ""Арес""","Отдел ""Великобритания""","Группа ""Бирмингем""",Ведущий архитектор,Сотрудник Брусники 143,БП/Цифра
БСЗ338,БСЗ,Брусника.Проектирование,"Подразделение ""Гера""","Отдел ""Хорватия""",,Главный специалист,Сотрудник Брусники 144,БП/Цифра
БСЗ339,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""",,"Группа ""Ростов-на-Дону""",Специалист,Сотрудник Брусники 145,БП/Цифра
БСЗ340,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""",,"Группа ""Милан""",Главный специалист,Сотрудник Брусники 146,БП/Цифра
БСЗ341,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""",,"Группа ""Милан""",Главный специалист,Сотрудник Брусники 147,БП/Цифра
БСЗ342,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""",,,Специалист,Вакансия,БП/Цифра
БСЗ343,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Швейцария""",,Специалист,Вакансия,БП/Цифра
БСЗ344,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Сербия""","Группа ""Самара""",Ведущий специалист,Сотрудник Брусники 148,БП/Цифра
БСЗ345,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Сербия""",,Специалист,Вакансия,БП/Цифра
БСЗ346,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Сербия""",,Главный специалист,Сотрудник Брусники 149,БП/Цифра
БСЗ347,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Сербия""",,Главный специалист,Сотрудник Брусники 150,БП/Цифра
БСЗ348,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Сербия""",,Главный специалист,Сотрудник Брусники 151,БП/Цифра
БСЗ349,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Сербия""",,Главный специалист,Сотрудник Брусники 152,БП/Цифра
БСЗ350,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Сербия""",,Руководитель отдела,Сотрудник Брусники 153,БП/Цифра
БСЗ351,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Вакансия,БП/Цифра
БСЗ352,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Словения""",,Главный специалист,Сотрудник Брусники 154,БП/Цифра
БСЗ353,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Главный специалист,Сотрудник Брусники 155,БП/Цифра
БСЗ354,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Специалист,Сотрудник Брусники 156,БП/Цифра
БСЗ355,БСЗ,Брусника.Сургут,"Подразделение ""Гера""",,"Группа ""Ростов-на-Дону""",Специалист,Сотрудник Брусники 157,БП/Цифра
БСЗ356,БСЗ,Брусника.Сургут,"Подразделение ""Гера""",,"Группа ""Милан""",Ведущий специалист,Сотрудник Брусники 158,БП/Цифра
БСЗ357,БСЗ,Брусника.Сургут,"Подразделение ""Гера""",,,Специалист,Вакансия,БП/Цифра
БСЗ358,БСЗ,Брусника.Сургут,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Вакансия,БП/Цифра
БСЗ359,БСЗ,Брусника.Омск,"Подразделение ""Гера""",,"Группа ""Милан""",Ведущий специалист,Вакансия,БП/Цифра
БСЗ360,БСЗ,Брусника.Омск,"Подразделение ""Гера""","Отдел ""Сербия""","Группа ""Самара""",Специалист,Сотрудник Брусники 159,БП/Цифра
